ID,SampleDateTime,ForkLength,Julian,Genetic_Assignment,Prob_Assignment,greb1L_classification,LAD_Race,Facility
C200358CVP,2020-04-18 02:00,85,293,Fall / Late Fall,1,late,Spring,CVP
C200355CVP,2020-04-18 04:00,95,293,Fall / Late Fall,0.983,late,Spring,CVP
C200356CVP,2020-04-18 04:00,87,293,Fall / Late Fall,1,late,Spring,CVP
C200357CVP,2020-04-18 04:00,86,293,Fall / Late Fall,0.996,late,Spring,CVP
C200359CVP,2020-04-18 08:00,88,293,Fall / Late Fall,1,late,Spring,CVP
C200360CVP,2020-04-18 16:00,82,294,Fall / Late Fall,1,late,Spring,CVP
C200361CVP,2020-04-18 22:00,94,294,Fall / Late Fall,1,late,Spring,CVP
C200362CVP,2020-04-19 02:00,80,294,Fall / Late Fall,1,late,Fall,CVP
C200363CVP,2020-04-19 06:00,91,294,Fall / Late Fall,0.996,late,Spring,CVP
C200364CVP,2020-04-19 08:00,83,294,Fall / Late Fall,1,late,Spring,CVP
C200365CVP,2020-04-19 18:00,95,295,Fall / Late Fall,1,late,Spring,CVP
C200367CVP,2020-04-20 06:00,80,295,Fall / Late Fall,1,late,Fall,CVP
C200368CVP,2020-04-20 16:00,100,296,Fall / Late Fall,1,late,Spring,CVP
C200369CVP,2020-04-20 18:00,95,296,Fall / Late Fall,1,late,Spring,CVP
C200370CVP,2020-04-20 20:00,93,296,Spring,0.929,early,Spring,CVP
C200372CVP,2020-04-21 02:00,94,296,Fall / Late Fall,1,late,Spring,CVP
C200373CVP,2020-04-21 02:00,87,296,Fall / Late Fall,1,late,Spring,CVP
C200374CVP,2020-04-21 04:00,94,296,Fall / Late Fall,1,late,Spring,CVP
C200375CVP,2020-04-21 04:00,84,296,Fall / Late Fall,1,late,Spring,CVP
C200376CVP,2020-04-21 04:00,95,296,Fall / Late Fall,1,late,Spring,CVP
C200377CVP,2020-04-21 06:00,95,296,Fall / Late Fall,1,late,Spring,CVP
C200378CVP,2020-04-21 06:00,81,296,Fall / Late Fall,1,late,Fall,CVP
C200379CVP,2020-04-21 06:00,83,296,Fall / Late Fall,1,late,Fall,CVP
C200380CVP,2020-04-21 12:00,80,296,Fall / Late Fall,1,late,Fall,CVP
C200381CVP,2020-04-21 12:00,90,296,Fall / Late Fall,0.999,late,Spring,CVP
C200382CVP,2020-04-21 14:00,80,296,Fall / Late Fall,0.999,late,Fall,CVP
C200384CVP,2020-04-21 18:00,85,296,Fall / Late Fall,0.997,late,Spring,CVP
C200385CVP,2020-04-21 18:00,85,296,Fall / Late Fall,1,late,Spring,CVP
C200386CVP,2020-04-21 18:00,90,296,Fall / Late Fall,0.998,late,Spring,CVP
C200387CVP,2020-04-21 20:00,95,296,Fall / Late Fall,0.985,late,Spring,CVP
C200388CVP,2020-04-21 20:00,90,296,Fall / Late Fall,0.999,late,Spring,CVP
C200389CVP,2020-04-21 20:00,85,296,Fall / Late Fall,0.998,late,Spring,CVP
C200390CVP,2020-04-21 20:00,82,296,Fall / Late Fall,0.996,late,Fall,CVP
C200391CVP,2020-04-22 02:00,81,297,Fall / Late Fall,1,late,Fall,CVP
C200392CVP,2020-04-22 04:00,92,297,Fall / Late Fall,0.986,late,Spring,CVP
C200393CVP,2020-04-24 04:00,89,299,Fall / Late Fall,1,late,Spring,CVP
C200394CVP,2020-04-24 04:00,95,299,Fall / Late Fall,0.969,early,Spring,CVP
C200395CVP,2020-04-24 04:00,83,299,Fall / Late Fall,1,late,Fall,CVP
C200396CVP,2020-04-24 04:00,86,299,Fall / Late Fall,0.992,late,Spring,CVP
C200397CVP,2020-04-25 22:00,92,300,Fall / Late Fall,1,early,Spring,CVP
C200398CVP,2020-04-26 04:00,97,301,Fall / Late Fall,0.984,late,Spring,CVP
C200399CVP,2020-04-26 04:00,92,301,Fall / Late Fall,0.996,late,Spring,CVP
C200400CVP,2020-04-26 06:00,94,301,Fall / Late Fall,0.873,late,Spring,CVP
C200401CVP,2020-04-26 06:00,92,301,Fall / Late Fall,0.999,late,Spring,CVP
C200402CVP,2020-04-26 06:00,86,301,Fall / Late Fall,1,late,Fall,CVP
C200403CVP,2020-04-26 06:00,84,301,Fall / Late Fall,0.953,late,Fall,CVP
C200404CVP,2020-04-26 06:00,85,301,Fall / Late Fall,0.993,late,Fall,CVP
C200405CVP,2020-04-26 12:00,92,301,Fall / Late Fall,1,late,Spring,CVP
C200406CVP,2020-04-26 22:00,85,301,Fall / Late Fall,0.985,late,Fall,CVP
C200407CVP,2020-04-26 22:00,86,301,Fall / Late Fall,0.994,late,Fall,CVP
C200408CVP,2020-04-27 10:00,86,302,Fall / Late Fall,0.994,late,Fall,CVP
C200409CVP,2020-04-27 22:00,95,302,Fall / Late Fall,0.979,late,Spring,CVP
C200410CVP,2020-04-27 23:59,92,302,Fall / Late Fall,0.999,late,Spring,CVP
C200411CVP,2020-04-28 06:00,85,303,Fall / Late Fall,0.998,late,Fall,CVP
C200412CVP,2020-04-28 06:00,81,303,Fall / Late Fall,0.987,late,Fall,CVP
C200413CVP,2020-04-28 22:00,87,303,Fall / Late Fall,0.994,late,Fall,CVP
C200414CVP,2020-04-28 22:00,87,303,Fall / Late Fall,0.994,late,Fall,CVP
C200415CVP,2020-04-28 22:00,84,303,Fall / Late Fall,0.993,late,Fall,CVP
C200416CVP,2020-04-28 23:59,90,303,Fall / Late Fall,0.989,late,Spring,CVP
C200417CVP,2020-04-28 23:59,96,303,Fall / Late Fall,0.995,late,Spring,CVP
C200418CVP,2020-04-29 02:00,85,304,Fall / Late Fall,0.999,late,Fall,CVP
C200419CVP,2020-04-29 02:00,85,304,Fall / Late Fall,0.986,late,Fall,CVP
C200420CVP,2020-04-29 02:00,93,304,Fall / Late Fall,0.999,late,Spring,CVP
C200421CVP,2020-04-29 02:00,82,304,Fall / Late Fall,0.999,late,Fall,CVP
C200422CVP,2020-04-29 04:00,79,304,Fall / Late Fall,0.999,late,Fall,CVP
C200423CVP,2020-04-29 04:00,84,304,Fall / Late Fall,0.978,late,Fall,CVP
C200424CVP,2020-04-29 04:00,90,304,Fall / Late Fall,0.987,late,Spring,CVP
C200425CVP,2020-04-29 08:00,84,304,Fall / Late Fall,0.957,late,Fall,CVP
C200426CVP,2020-04-29 08:00,86,304,Fall / Late Fall,0.999,late,Fall,CVP
C200427CVP,2020-04-29 08:00,87,304,Fall / Late Fall,0.997,late,Fall,CVP
C200428CVP,2020-04-29 20:00,86,304,Fall / Late Fall,0.998,late,Fall,CVP
C200429CVP,2020-04-29 20:00,84,304,Fall / Late Fall,1,late,Fall,CVP
C200430CVP,2020-04-29 22:00,92,304,Fall / Late Fall,0.998,late,Spring,CVP
C200431CVP,2020-04-29 22:00,88,304,Fall / Late Fall,0.997,late,Spring,CVP
C200433CVP,2020-04-29 22:00,86,304,Fall / Late Fall,0.995,late,Fall,CVP
C200434CVP,2020-04-29 22:00,86,304,Fall / Late Fall,0.949,late,Fall,CVP
C200435CVP,2020-04-29 22:00,91,304,Fall / Late Fall,0.992,late,Spring,CVP
C200436CVP,2020-04-29 22:00,95,304,Fall / Late Fall,0.983,late,Spring,CVP
C200437CVP,2020-04-29 22:00,96,304,Fall / Late Fall,0.991,late,Spring,CVP
C200438CVP,2020-04-29 22:00,85,304,Fall / Late Fall,0.996,late,Fall,CVP
C200439CVP,2020-04-29 22:00,79,304,Fall / Late Fall,0.999,late,Fall,CVP
C200440CVP,2020-04-29 22:00,91,304,Fall / Late Fall,0.997,early,Spring,CVP
C200441CVP,2020-04-29 22:00,82,304,Fall / Late Fall,0.996,late,Fall,CVP
C200442CVP,2020-04-29 22:00,83,304,Fall / Late Fall,0.982,late,Fall,CVP
C200443CVP,2020-04-29 22:00,86,304,Fall / Late Fall,0.987,late,Fall,CVP
C200444CVP,2020-04-29 22:00,90,304,Fall / Late Fall,0.975,late,Spring,CVP
C200445CVP,2020-04-29 22:00,81,304,Fall / Late Fall,0.996,late,Fall,CVP
C200446CVP,2020-04-29 22:00,87,304,Fall / Late Fall,0.98,late,Fall,CVP
C200447CVP,2020-04-29 22:00,76,304,Fall / Late Fall,0.994,late,Fall,CVP
C200448CVP,2020-04-29 22:00,86,304,Fall / Late Fall,1,late,Fall,CVP
C200449CVP,2020-04-29 22:00,83,304,Fall / Late Fall,0.986,late,Fall,CVP
C200450CVP,2020-04-29 22:00,90,304,Fall / Late Fall,0.996,late,Spring,CVP
C200451CVP,2020-04-29 22:00,86,304,Fall / Late Fall,0.911,late,Fall,CVP
C200452CVP,2020-04-29 22:00,85,304,Fall / Late Fall,0.958,late,Fall,CVP
C200453CVP,2020-04-29 22:00,86,304,Fall / Late Fall,0.994,late,Fall,CVP
C200454CVP,2020-04-29 22:00,85,304,Fall / Late Fall,0.962,late,Fall,CVP
C200455CVP,2020-04-29 22:00,91,304,Fall / Late Fall,0.993,late,Spring,CVP
C200456CVP,2020-04-29 22:00,82,304,Fall / Late Fall,0.877,late,Fall,CVP
C200458CVP,2020-04-29 22:00,86,304,Fall / Late Fall,0.912,late,Fall,CVP
C200459CVP,2020-04-29 22:00,78,304,Fall / Late Fall,0.998,late,Fall,CVP
C200460CVP,2020-04-29 22:00,86,304,Fall / Late Fall,0.979,late,Fall,CVP
C200461CVP,2020-04-29 22:00,87,304,Fall / Late Fall,0.998,late,Fall,CVP
C200462CVP,2020-04-29 22:00,92,304,Fall / Late Fall,0.999,late,Spring,CVP
C200463CVP,2020-04-29 22:00,84,304,Fall / Late Fall,0.997,late,Fall,CVP
C200464CVP,2020-04-29 22:00,83,304,Fall / Late Fall,0.996,late,Fall,CVP
C200465CVP,2020-04-29 23:59,86,304,Fall / Late Fall,1,late,Fall,CVP
C200466CVP,2020-04-29 23:59,82,304,Fall / Late Fall,0.999,late,Fall,CVP
C200467CVP,2020-04-29 23:59,94,304,Fall / Late Fall,0.988,late,Spring,CVP
C200468CVP,2020-04-29 23:59,97,304,Fall / Late Fall,0.983,late,Spring,CVP
C200469CVP,2020-04-29 23:59,96,304,Fall / Late Fall,0.993,late,Spring,CVP
C200470CVP,2020-04-29 23:59,89,304,Fall / Late Fall,0.993,late,Spring,CVP
C200471CVP,2020-04-29 23:59,92,304,Fall / Late Fall,0.999,late,Spring,CVP
C200472CVP,2020-04-30 02:00,91,305,Fall / Late Fall,1,late,Spring,CVP
C200473CVP,2020-04-30 02:00,87,305,Fall / Late Fall,0.998,late,Fall,CVP
C200474CVP,2020-04-30 10:00,87,305,Fall / Late Fall,0.97,late,Fall,CVP
C200475CVP,2020-04-30 10:00,82,305,Fall / Late Fall,1,late,Fall,CVP
C200476CVP,2020-04-30 10:00,81,305,Fall / Late Fall,0.996,late,Fall,CVP
C200477CVP,2020-04-30 16:00,77,305,Fall / Late Fall,0.997,late,Fall,CVP
C200478CVP,2020-04-30 16:00,94,305,Fall / Late Fall,0.978,late,Spring,CVP
C200479CVP,2020-04-30 16:00,85,305,Fall / Late Fall,1,late,Fall,CVP
C200480CVP,2020-04-30 16:00,86,305,Fall / Late Fall,0.996,late,Fall,CVP
C200481CVP,2020-04-30 16:00,75,305,Fall / Late Fall,0.996,late,Fall,CVP
C200482CVP,2020-04-30 16:00,93,305,Fall / Late Fall,0.993,late,Spring,CVP
C200483CVP,2020-04-30 16:00,93,305,Fall / Late Fall,0.799,late,Spring,CVP
C200484CVP,2020-04-30 20:00,90,305,Fall / Late Fall,0.993,late,Spring,CVP
C200485CVP,2020-04-30 20:00,91,305,Fall / Late Fall,0.987,late,Spring,CVP
C200486CVP,2020-04-30 22:00,82,305,Fall / Late Fall,0.999,late,Fall,CVP
C200487CVP,2020-04-30 22:00,86,305,Fall / Late Fall,0.983,late,Fall,CVP
C200488CVP,2020-04-30 22:00,89,305,Fall / Late Fall,0.999,late,Spring,CVP
C200489CVP,2020-04-30 22:00,83,305,Fall / Late Fall,0.984,late,Fall,CVP
C200490CVP,2020-04-30 22:00,93,305,Fall / Late Fall,0.997,late,Spring,CVP
C200491CVP,2020-04-30 23:59,99,305,Fall / Late Fall,0.995,late,Spring,CVP
C200492CVP,2020-04-30 23:59,91,305,Fall / Late Fall,0.929,late,Spring,CVP
C200493CVP,2020-04-30 23:59,89,305,Fall / Late Fall,0.992,late,Spring,CVP
C200494CVP,2020-04-30 23:59,90,305,Fall / Late Fall,0.992,late,Spring,CVP
C200495CVP,2020-04-30 23:59,78,305,Fall / Late Fall,1,late,Fall,CVP
C200496CVP,2020-04-30 23:59,87,305,Fall / Late Fall,0.993,late,Fall,CVP
C200497CVP,2020-04-30 23:59,84,305,Fall / Late Fall,1,late,Fall,CVP
C200498CVP,2020-04-30 23:59,85,305,Fall / Late Fall,0.998,late,Fall,CVP
C200499CVP,2020-04-30 23:59,87,305,Fall / Late Fall,1,late,Fall,CVP
C200500CVP,2020-05-01 02:00,85,306,Fall / Late Fall,0.999,late,Fall,CVP
C200501CVP,2020-05-01 02:00,87,306,Fall / Late Fall,0.985,late,Fall,CVP
C200502CVP,2020-05-01 02:00,93,306,Fall / Late Fall,0.992,late,Spring,CVP
C200503CVP,2020-05-01 02:00,87,306,Fall / Late Fall,0.997,late,Fall,CVP
C200504CVP,2020-05-01 02:00,83,306,Fall / Late Fall,0.997,late,Fall,CVP
C200505CVP,2020-05-01 02:00,84,306,Fall / Late Fall,0.996,late,Fall,CVP
C200506CVP,2020-05-01 02:00,88,306,Fall / Late Fall,0.983,late,Fall,CVP
C200507CVP,2020-05-01 02:00,81,306,Fall / Late Fall,0.997,late,Fall,CVP
C200508CVP,2020-05-01 04:00,92,306,Fall / Late Fall,0.999,late,Spring,CVP
C200509CVP,2020-05-01 04:00,84,306,Fall / Late Fall,1,late,Fall,CVP
C200510CVP,2020-05-01 04:00,83,306,Fall / Late Fall,0.97,late,Fall,CVP
C200511CVP,2020-05-01 08:00,90,306,Fall / Late Fall,0.995,late,Spring,CVP
C200512CVP,2020-05-01 08:00,90,306,Fall / Late Fall,0.997,late,Spring,CVP
C200513CVP,2020-05-01 10:00,94,306,Fall / Late Fall,0.93,late,Spring,CVP
C200514CVP,2020-05-01 10:00,85,306,Fall / Late Fall,1,late,Fall,CVP
C200515CVP,2020-05-01 10:00,85,306,Fall / Late Fall,1,late,Fall,CVP
C200516CVP,2020-05-01 10:00,105,306,Fall / Late Fall,0.998,late,Spring,CVP
C200517CVP,2020-05-01 10:00,87,306,Fall / Late Fall,0.997,late,Fall,CVP
C200518CVP,2020-05-01 10:00,90,306,Fall / Late Fall,0.99,late,Spring,CVP
C200519CVP,2020-05-01 22:00,92,306,Fall / Late Fall,0.999,late,Spring,CVP
C200520CVP,2020-05-01 22:00,86,306,Fall / Late Fall,0.995,late,Fall,CVP
C200521CVP,2020-05-01 23:59,90,306,Fall / Late Fall,0.999,late,Spring,CVP
C200522CVP,2020-05-02 02:00,89,307,Fall / Late Fall,0.998,late,Fall,CVP
C200523CVP,2020-05-02 04:00,84,307,Fall / Late Fall,0.998,late,Fall,CVP
C200524CVP,2020-05-02 22:00,75,307,Fall / Late Fall,0.997,late,Fall,CVP
C200525CVP,2020-05-02 23:59,88,307,Fall / Late Fall,0.974,late,Fall,CVP
C200526CVP,2020-05-03 02:00,88,308,Fall / Late Fall,0.986,late,Fall,CVP
C200527CVP,2020-05-03 02:00,93,308,Fall / Late Fall,0.997,late,Spring,CVP
C200528CVP,2020-05-03 04:00,87,308,Fall / Late Fall,0.994,late,Fall,CVP
C200529CVP,2020-05-04 08:00,75,309,Fall / Late Fall,0.985,late,Fall,CVP
C200530CVP,2020-05-05 02:00,89,310,Fall / Late Fall,0.997,late,Fall,CVP
C200531CVP,2020-05-05 02:00,86,310,Fall / Late Fall,0.998,late,Fall,CVP
C200532CVP,2020-05-05 02:00,88,310,Fall / Late Fall,0.999,late,Fall,CVP
C200533CVP,2020-05-05 04:00,90,310,Fall / Late Fall,0.987,late,Fall,CVP
C200534CVP,2020-05-05 04:00,89,310,Fall / Late Fall,0.998,late,Fall,CVP
C200535CVP,2020-05-05 04:00,96,310,Fall / Late Fall,0.989,late,Spring,CVP
C200536CVP,2020-05-05 06:00,83,310,Fall / Late Fall,0.997,late,Fall,CVP
C200537CVP,2020-05-05 08:00,84,310,Fall / Late Fall,0.998,late,Fall,CVP
C200538CVP,2020-05-05 10:00,89,310,Fall / Late Fall,1,late,Fall,CVP
C200539CVP,2020-05-05 12:00,90,310,Fall / Late Fall,1,late,Fall,CVP
C200540CVP,2020-05-05 14:00,84,310,Fall / Late Fall,1,late,Fall,CVP
C200541CVP,2020-05-05 16:00,82,310,Fall / Late Fall,1,late,Fall,CVP
C200542CVP,2020-05-05 16:00,85,310,Fall / Late Fall,1,late,Fall,CVP
C200543CVP,2020-05-05 16:00,85,310,Fall / Late Fall,1,late,Fall,CVP
C200544CVP,2020-05-05 16:00,84,310,Fall / Late Fall,1,late,Fall,CVP
C200545CVP,2020-05-05 23:59,89,310,Fall / Late Fall,1,late,Fall,CVP
C200546CVP,2020-05-06 02:00,100,311,Fall / Late Fall,1,late,Spring,CVP
C200547CVP,2020-05-06 02:00,88,311,Fall / Late Fall,1,late,Fall,CVP
C200548CVP,2020-05-06 02:00,94,311,Fall / Late Fall,1,late,Spring,CVP
C200549CVP,2020-05-06 02:00,95,311,Fall / Late Fall,1,late,Spring,CVP
C200550CVP,2020-05-06 02:00,84,311,Fall / Late Fall,1,late,Fall,CVP
C200551CVP,2020-05-06 02:00,90,311,Fall / Late Fall,1,late,Fall,CVP
C200552CVP,2020-05-06 02:00,81,311,Fall / Late Fall,1,late,Fall,CVP
C200553CVP,2020-05-06 02:00,81,311,Fall / Late Fall,1,late,Fall,CVP
C200554CVP,2020-05-06 04:00,92,311,Fall / Late Fall,1,late,Spring,CVP
C200555CVP,2020-05-06 08:00,82,311,Fall / Late Fall,1,late,Fall,CVP
C200556CVP,2020-05-06 20:00,89,311,Fall / Late Fall,1,late,Fall,CVP
C200557CVP,2020-05-07 02:00,92,312,Fall / Late Fall,1,late,Fall,CVP
C200558CVP,2020-05-07 22:00,94,312,Fall / Late Fall,1,late,Spring,CVP
C200559CVP,2020-05-08 14:00,87,313,Fall / Late Fall,1,late,Fall,CVP
C200560CVP,2020-05-09 06:00,85,314,Fall / Late Fall,1,late,Fall,CVP
C200561CVP,2020-05-09 06:00,100,314,Fall / Late Fall,1,late,Spring,CVP
C200562CVP,2020-05-09 20:00,85,314,Fall / Late Fall,1,late,Fall,CVP
C200563CVP,2020-05-09 20:00,96,314,Fall / Late Fall,1,late,Spring,CVP
C200564CVP,2020-05-09 20:00,85,314,Fall / Late Fall,1,late,Fall,CVP
C200565CVP,2020-05-09 20:00,82,314,Fall / Late Fall,1,late,Fall,CVP
C200566CVP,2020-05-09 22:00,93,314,Fall / Late Fall,1,early,Fall,CVP
C200567CVP,2020-05-09 22:00,87,314,Fall / Late Fall,1,late,Fall,CVP
C200568CVP,2020-05-09 22:00,89,314,Fall / Late Fall,1,late,Fall,CVP
C200569CVP,2020-05-10 06:00,87,315,Fall / Late Fall,1,late,Fall,CVP
C200570CVP,2020-05-10 06:00,90,315,Fall / Late Fall,1,late,Fall,CVP
C200571CVP,2020-05-10 08:00,92,315,Fall / Late Fall,1,late,Fall,CVP
C200572CVP,2020-05-10 12:00,95,315,Fall / Late Fall,1,late,Spring,CVP
C200573CVP,2020-05-10 14:00,92,315,Fall / Late Fall,1,late,Fall,CVP
C200574CVP,2020-05-10 14:00,79,315,Fall / Late Fall,1,late,Fall,CVP
C200575CVP,2020-05-14 10:00,92,319,Fall / Late Fall,1,late,Fall,CVP
C200576CVP,2020-05-17 08:00,90,322,Fall / Late Fall,1,late,Fall,CVP
C200577CVP,2020-05-17 12:00,95,323,Fall / Late Fall,1,late,Fall,CVP
C200578CVP,2020-05-17 22:00,88,323,Fall / Late Fall,1,late,Fall,CVP
C200579CVP,2020-05-19 16:00,75,325,Fall / Late Fall,1,late,Fall,CVP
C200580CVP,2020-05-20 02:00,87,325,Fall / Late Fall,1,late,Fall,CVP
C200581CVP,2020-05-20 02:00,90,325,Fall / Late Fall,1,late,Fall,CVP
C200582CVP,2020-05-20 16:00,86,326,Fall / Late Fall,1,late,Fall,CVP
C200584CVP,2020-05-20 23:59,87,326,Fall / Late Fall,1,late,Fall,CVP
C200585CVP,2020-05-21 02:00,85,326,Fall / Late Fall,1,late,Fall,CVP
C200586CVP,2020-05-21 02:00,83,326,Fall / Late Fall,1,late,Fall,CVP
C200587CVP,2020-05-21 02:00,80,326,Fall / Late Fall,1,late,Fall,CVP
C200588CVP,2020-05-21 02:00,82,326,Fall / Late Fall,1,late,Fall,CVP
C200589CVP,2020-05-21 04:00,90,326,Fall / Late Fall,1,late,Fall,CVP
C200590CVP,2020-05-21 04:00,86,326,Fall / Late Fall,1,late,Fall,CVP
C200591CVP,2020-05-21 04:00,87,326,Fall / Late Fall,1,late,Fall,CVP
C200592CVP,2020-05-21 08:00,87,326,Fall / Late Fall,1,late,Fall,CVP
C200593CVP,2020-05-22 16:00,80,328,Fall / Late Fall,1,late,Fall,CVP
C200594CVP,2020-05-22 22:00,87,328,Fall / Late Fall,1,late,Fall,CVP
C200595CVP,2020-05-23 04:00,85,328,Fall / Late Fall,1,late,Fall,CVP
C200596CVP,2020-05-23 04:00,82,328,Fall / Late Fall,1,late,Fall,CVP
C200598CVP,2020-05-23 10:00,92,328,Fall / Late Fall,1,late,Fall,CVP
C200599CVP,2020-05-23 16:00,85,329,Fall / Late Fall,1,late,Fall,CVP
C200600CVP,2020-05-23 16:00,88,329,Fall / Late Fall,1,late,Fall,CVP
C200602CVP,2020-05-24 10:00,83,329,Fall / Late Fall,1,late,Fall,CVP
C200603CVP,2020-05-25 08:00,90,330,Fall / Late Fall,1,late,Fall,CVP
C200604CVP,2020-05-26 22:00,117,332,Fall / Late Fall,1,late,Spring,CVP
C200605CVP,2020-05-31 10:00,77,336,Fall / Late Fall,1,late,Fall,CVP
C200606CVP,2020-06-02 08:00,93,338,Fall / Late Fall,1,late,Fall,CVP
C200607CVP,2020-06-04 02:00,87,340,Fall / Late Fall,1,late,Fall,CVP
C200608CVP,2020-06-05 02:00,74,341,Fall / Late Fall,1,late,Fall,CVP
C200609CVP,2020-06-05 23:59,84,342,Fall / Late Fall,1,late,Fall,CVP
C200610CVP,2020-06-07 04:00,91,343,Fall / Late Fall,1,late,Fall,CVP
C200611CVP,2020-06-07 04:00,93,343,Fall / Late Fall,1,late,Fall,CVP
C200612CVP,2020-06-07 04:00,97,343,Fall / Late Fall,1,late,Fall,CVP
C200613CVP,2020-06-07 18:00,84,344,Fall / Late Fall,1,late,Fall,CVP
C200614CVP,2020-06-09 04:00,92,345,Fall / Late Fall,1,late,Fall,CVP
C200615CVP,2020-06-09 04:00,86,345,Fall / Late Fall,1,late,Fall,CVP
C200616CVP,2020-06-10 04:00,86,346,Fall / Late Fall,1,late,Fall,CVP
C200617CVP,2020-06-10 04:00,97,346,Fall / Late Fall,1,late,Fall,CVP
C200618CVP,2020-06-11 20:00,86,348,Fall / Late Fall,1,late,Fall,CVP
C200619CVP,2020-06-12 16:00,84,349,Fall / Late Fall,1,late,Fall,CVP
C200620CVP,2020-06-20 12:00,85,357,Fall / Late Fall,1,late,Fall,CVP
C200621CVP,2020-06-22 14:00,88,359,Fall / Late Fall,1,late,Fall,CVP
C200622CVP,2020-06-22 20:00,96,359,Fall / Late Fall,1,late,Fall,CVP
C210001CVP,2021-01-01 00:00,211,203,Fall / Late Fall,0.993,early,Late Fall,CVP
C210002CVP,2021-01-01 00:00,38,218,Fall / Late Fall,0.667,late,Fall,CVP
C210003CVP,2021-01-01 00:00,154,224,Fall / Late Fall,0.959,late,Winter,CVP
C210004CVP,2021-01-01 00:00,111,252,Winter,1,early,Winter,CVP
C210005CVP,2021-03-29 14:00,95,273,Fall / Late Fall,1,late,Spring,CVP
C210006CVP,2021-04-08 04:00,87,282,Fall / Late Fall,1,late,Spring,CVP
C210007CVP,2021-04-13 18:00,90,288,Fall / Late Fall,1,late,Spring,CVP
C210008CVP,2021-04-15 08:00,83,289,Fall / Late Fall,1,late,Spring,CVP
C210009CVP,2021-04-16 22:00,82,291,Fall / Late Fall,1,late,Spring,CVP
C210010CVP,2021-04-17 06:00,85,291,Fall / Late Fall,1,late,Spring,CVP
C210011CVP,2021-04-17 12:00,89,292,Fall / Late Fall,1,late,Spring,CVP
C210012CVP,2021-04-19 20:00,82,294,Fall / Late Fall,1,late,Fall,CVP
C210013CVP,2021-04-19 22:00,79,294,Fall / Late Fall,1,late,Fall,CVP
C210014CVP,2021-04-19 22:00,85,294,Fall / Late Fall,1,late,Spring,CVP
C210015CVP,2021-04-19 22:00,82,294,Fall / Late Fall,1,late,Fall,CVP
C210016CVP,2021-04-19 22:00,97,294,Fall / Late Fall,1,late,Spring,CVP
C210017CVP,2021-04-19 22:00,95,294,Fall / Late Fall,1,late,Spring,CVP
C210018CVP,2021-04-19 22:00,85,294,Fall / Late Fall,1,late,Spring,CVP
C210019CVP,2021-04-19 22:00,95,294,Fall / Late Fall,1,late,Spring,CVP
C210027CVP,2021-04-20 02:00,100,294,Fall / Late Fall,1,late,Spring,CVP
C210020CVP,2021-04-20 04:00,79,294,Fall / Late Fall,1,late,Fall,CVP
C210021CVP,2021-04-20 10:00,85,294,Fall / Late Fall,1,late,Spring,CVP
C210022CVP,2021-04-20 10:00,92,294,Fall / Late Fall,1,late,Spring,CVP
C210023CVP,2021-04-20 14:00,87,295,Fall / Late Fall,1,late,Spring,CVP
C210024CVP,2021-04-20 22:00,73,295,Fall / Late Fall,1,late,Fall,CVP
C210025CVP,2021-04-20 23:59,84,295,Fall / Late Fall,1,late,Spring,CVP
C210026CVP,2021-04-20 23:59,84,295,Fall / Late Fall,1,late,Spring,CVP
C210028CVP,2021-04-21 02:00,80,295,Fall / Late Fall,1,late,Fall,CVP
C210029CVP,2021-04-21 22:00,81,296,Fall / Late Fall,1,late,Fall,CVP
C210031CVP,2021-04-22 06:00,79,296,Fall / Late Fall,1,late,Fall,CVP
C210032CVP,2021-04-22 12:00,80,297,Fall / Late Fall,1,late,Fall,CVP
C210033CVP,2021-04-22 18:00,72,297,Fall / Late Fall,1,late,Fall,CVP
C210034CVP,2021-04-22 22:00,83,297,Fall / Late Fall,1,late,Fall,CVP
C210035CVP,2021-04-23 04:00,80,297,Fall / Late Fall,1,late,Fall,CVP
C210036CVP,2021-04-23 16:00,100,298,Fall / Late Fall,1,late,Spring,CVP
C210037CVP,2021-04-24 16:00,82,299,Fall / Late Fall,1,late,Fall,CVP
C210038CVP,2021-04-25 02:00,89,299,Fall / Late Fall,1,early,Spring,CVP
C210039CVP,2021-04-25 12:00,85,300,Fall / Late Fall,1,late,Fall,CVP
C210040CVP,2021-04-26 06:00,95,300,Fall / Late Fall,1,late,Spring,CVP
C210041CVP,2021-04-26 08:00,99,300,Fall / Late Fall,1,late,Spring,CVP
C210042CVP,2021-04-26 08:00,83,300,Fall / Late Fall,1,late,Fall,CVP
C210043CVP,2021-04-26 16:00,84,301,Fall / Late Fall,1,late,Fall,CVP
C210044CVP,2021-04-26 20:00,80,301,Fall / Late Fall,1,early,Fall,CVP
C210045CVP,2021-04-27 02:00,85,301,Fall / Late Fall,1,late,Fall,CVP
C210046CVP,2021-04-27 04:00,85,301,Fall / Late Fall,1,late,Fall,CVP
C210047CVP,2021-04-27 06:00,85,301,Fall / Late Fall,1,late,Fall,CVP
C210048CVP,2021-04-27 08:00,96,301,Fall / Late Fall,1,late,Spring,CVP
C210049CVP,2021-04-27 10:00,81,301,Fall / Late Fall,1,late,Fall,CVP
C210050CVP,2021-04-27 16:00,90,302,Fall / Late Fall,1,late,Spring,CVP
C210052CVP,2021-04-28 02:00,85,302,Fall / Late Fall,1,late,Fall,CVP
