Year,Survey,Date,Station,Net,AlphaCode,SizeGroup,Length,Frequency,PlusCount,Comments,TowArea,TowVolume
2025,6,2025-06-16T00:00:00Z,318,2,LONSME,8,34,1,NA,NA,887.3200038,NA
2025,6,2025-06-16T00:00:00Z,318,2,LONSME,8,35,1,NA,NA,887.3200038,NA
2025,6,2025-06-16T00:00:00Z,319,2,LONSME,0,40,1,NA,NA,1014.079977,NA
2025,6,2025-06-16T00:00:00Z,319,2,LONSME,0,44,2,NA,NA,1014.079977,NA
2025,6,2025-06-16T00:00:00Z,319,2,LONSME,0,49,1,NA,NA,1014.079977,NA
2025,6,2025-06-16T00:00:00Z,319,2,LONSME,0,54,1,NA,NA,1014.079977,NA
2025,6,2025-06-16T00:00:00Z,319,2,LONSME,8,31,1,NA,NA,1014.079977,NA
2025,6,2025-06-16T00:00:00Z,319,2,LONSME,8,35,2,NA,NA,1014.079977,NA
2025,6,2025-06-16T00:00:00Z,319,2,LONSME,8,37,2,NA,NA,1014.079977,NA
2025,6,2025-06-16T00:00:00Z,319,2,LONSME,8,38,1,NA,NA,1014.079977,NA
2025,6,2025-06-16T00:00:00Z,320,1,LONSME,0,41,1,NA,NA,NA,7002.925
2025,6,2025-06-16T00:00:00Z,320,1,LONSME,0,43,2,NA,NA,NA,7002.925
2025,6,2025-06-16T00:00:00Z,320,1,LONSME,0,44,1,NA,NA,NA,7002.925
2025,6,2025-06-16T00:00:00Z,320,1,LONSME,0,46,1,NA,NA,NA,7002.925
2025,6,2025-06-16T00:00:00Z,320,1,LONSME,0,47,1,NA,NA,NA,7002.925
2025,6,2025-06-16T00:00:00Z,320,1,LONSME,0,48,2,NA,NA,NA,7002.925
2025,6,2025-06-16T00:00:00Z,320,1,LONSME,8,34,2,NA,NA,NA,7002.925
2025,6,2025-06-16T00:00:00Z,320,1,LONSME,8,35,1,NA,NA,NA,7002.925
2025,6,2025-06-16T00:00:00Z,320,1,LONSME,8,36,1,NA,NA,NA,7002.925
2025,6,2025-06-16T00:00:00Z,320,2,LONSME,0,41,1,NA,NA,570.4200227,NA
2025,6,2025-06-16T00:00:00Z,320,2,LONSME,0,42,2,NA,NA,570.4200227,NA
2025,6,2025-06-16T00:00:00Z,320,2,LONSME,0,43,1,NA,NA,570.4200227,NA
2025,6,2025-06-16T00:00:00Z,320,2,LONSME,0,45,1,NA,NA,570.4200227,NA
2025,6,2025-06-16T00:00:00Z,320,2,LONSME,8,30,1,NA,NA,570.4200227,NA
2025,6,2025-06-16T00:00:00Z,320,2,LONSME,8,32,1,NA,NA,570.4200227,NA
2025,6,2025-06-16T00:00:00Z,320,2,LONSME,8,33,2,NA,NA,570.4200227,NA
2025,6,2025-06-16T00:00:00Z,320,2,LONSME,8,37,1,NA,NA,570.4200227,NA
2025,6,2025-06-16T00:00:00Z,320,2,LONSME,8,39,2,NA,NA,570.4200227,NA
2025,6,2025-06-16T00:00:00Z,321,1,LONSME,0,40,2,NA,NA,NA,6961.8125
2025,6,2025-06-16T00:00:00Z,321,1,LONSME,0,41,1,NA,NA,NA,6961.8125
2025,6,2025-06-16T00:00:00Z,321,1,LONSME,0,42,2,NA,NA,NA,6961.8125
2025,6,2025-06-16T00:00:00Z,321,1,LONSME,0,43,1,NA,NA,NA,6961.8125
2025,6,2025-06-16T00:00:00Z,321,1,LONSME,0,46,1,NA,NA,NA,6961.8125
2025,6,2025-06-16T00:00:00Z,321,1,LONSME,8,33,2,NA,NA,NA,6961.8125
2025,6,2025-06-16T00:00:00Z,321,1,LONSME,8,37,1,NA,NA,NA,6961.8125
2025,6,2025-06-16T00:00:00Z,321,1,LONSME,8,38,2,NA,NA,NA,6961.8125
2025,6,2025-06-16T00:00:00Z,321,1,LONSME,8,39,1,NA,NA,NA,6961.8125
2025,6,2025-06-16T00:00:00Z,321,2,LONSME,0,43,1,NA,NA,1204.219985,NA
2025,6,2025-06-16T00:00:00Z,321,2,LONSME,8,36,1,NA,NA,1204.219985,NA
2025,6,2025-06-16T00:00:00Z,321,2,LONSME,8,37,1,NA,NA,1204.219985,NA
2025,6,2025-06-16T00:00:00Z,322,1,LONSME,0,40,1,NA,NA,NA,8039.075
2025,6,2025-06-16T00:00:00Z,322,1,LONSME,0,42,2,NA,NA,NA,8039.075
2025,6,2025-06-16T00:00:00Z,322,1,LONSME,0,43,2,NA,NA,NA,8039.075
2025,6,2025-06-16T00:00:00Z,322,1,LONSME,0,45,1,NA,NA,NA,8039.075
2025,6,2025-06-16T00:00:00Z,322,1,LONSME,0,47,1,NA,NA,NA,8039.075
2025,6,2025-06-16T00:00:00Z,322,1,LONSME,8,23,1,NA,NA,NA,8039.075
2025,6,2025-06-16T00:00:00Z,322,1,LONSME,8,27,1,NA,NA,NA,8039.075
2025,6,2025-06-16T00:00:00Z,322,1,LONSME,8,32,1,NA,NA,NA,8039.075
2025,6,2025-06-16T00:00:00Z,322,1,LONSME,8,35,1,NA,NA,NA,8039.075
2025,6,2025-06-16T00:00:00Z,322,1,LONSME,8,37,3,NA,NA,NA,8039.075
2025,6,2025-06-16T00:00:00Z,322,1,LONSME,8,38,1,NA,NA,NA,8039.075
2025,6,2025-06-16T00:00:00Z,322,1,LONSME,8,39,1,NA,NA,NA,8039.075
2025,6,2025-06-16T00:00:00Z,323,1,LONSME,0,40,1,NA,NA,NA,7792.4
2025,6,2025-06-16T00:00:00Z,323,2,LONSME,8,39,1,NA,NA,697.1799962,NA
2025,6,2025-06-16T00:00:00Z,325,1,LONSME,0,40,4,NA,NA,NA,5506.775
2025,6,2025-06-16T00:00:00Z,325,1,LONSME,0,41,2,NA,NA,NA,5506.775
2025,6,2025-06-16T00:00:00Z,325,1,LONSME,0,43,2,NA,NA,NA,5506.775
2025,6,2025-06-16T00:00:00Z,325,1,LONSME,0,44,1,NA,NA,NA,5506.775
2025,6,2025-06-16T00:00:00Z,325,1,LONSME,0,45,2,NA,NA,NA,5506.775
2025,6,2025-06-16T00:00:00Z,325,1,LONSME,0,46,1,NA,NA,NA,5506.775
2025,6,2025-06-16T00:00:00Z,325,1,LONSME,0,47,1,NA,NA,NA,5506.775
2025,6,2025-06-16T00:00:00Z,325,1,LONSME,0,48,1,NA,NA,NA,5506.775
2025,6,2025-06-16T00:00:00Z,325,1,LONSME,0,90,1,NA,NA,NA,5506.775
2025,6,2025-06-16T00:00:00Z,325,1,LONSME,0,91,1,NA,NA,NA,5506.775
2025,6,2025-06-16T00:00:00Z,325,1,LONSME,0,93,1,NA,NA,NA,5506.775
2025,6,2025-06-16T00:00:00Z,325,1,LONSME,8,30,3,NA,NA,NA,5506.775
2025,6,2025-06-16T00:00:00Z,325,1,LONSME,8,31,1,NA,NA,NA,5506.775
2025,6,2025-06-16T00:00:00Z,325,1,LONSME,8,32,4,NA,NA,NA,5506.775
2025,6,2025-06-16T00:00:00Z,325,1,LONSME,8,33,4,NA,NA,NA,5506.775
2025,6,2025-06-16T00:00:00Z,325,1,LONSME,8,34,2,NA,NA,NA,5506.775
2025,6,2025-06-16T00:00:00Z,325,1,LONSME,8,35,4,NA,NA,NA,5506.775
2025,6,2025-06-16T00:00:00Z,325,1,LONSME,8,36,3,NA,NA,NA,5506.775
2025,6,2025-06-16T00:00:00Z,325,1,LONSME,8,37,5,NA,NA,NA,5506.775
2025,6,2025-06-16T00:00:00Z,325,1,LONSME,8,38,4,NA,NA,NA,5506.775
2025,6,2025-06-16T00:00:00Z,325,1,LONSME,8,39,2,NA,NA,NA,5506.775
2025,6,2025-06-16T00:00:00Z,325,2,LONSME,0,46,1,NA,NA,380.2799915,NA
2025,6,2025-06-16T00:00:00Z,325,2,LONSME,8,32,1,NA,NA,380.2799915,NA
2025,6,2025-06-16T00:00:00Z,345,1,LONSME,8,38,1,NA,NA,NA,7076.2375
2025,6,2025-06-16T00:00:00Z,345,2,LONSME,8,32,1,NA,NA,633.8000094,NA
2025,6,2025-06-16T00:00:00Z,345,2,LONSME,8,37,1,NA,NA,633.8000094,NA
2025,6,2025-06-16T00:00:00Z,345,2,LONSME,8,NA,NA,1,Damaged,633.8000094,NA
2025,6,2025-06-16T00:00:00Z,346,1,LONSME,0,40,5,NA,NA,NA,4116.7125
2025,6,2025-06-16T00:00:00Z,346,1,LONSME,0,41,4,NA,NA,NA,4116.7125
2025,6,2025-06-16T00:00:00Z,346,1,LONSME,0,42,2,NA,NA,NA,4116.7125
2025,6,2025-06-16T00:00:00Z,346,1,LONSME,0,43,4,NA,NA,NA,4116.7125
2025,6,2025-06-16T00:00:00Z,346,1,LONSME,0,44,2,NA,NA,NA,4116.7125
2025,6,2025-06-16T00:00:00Z,346,1,LONSME,0,45,3,NA,NA,NA,4116.7125
2025,6,2025-06-16T00:00:00Z,346,1,LONSME,0,46,2,NA,NA,NA,4116.7125
2025,6,2025-06-16T00:00:00Z,346,1,LONSME,0,47,4,NA,NA,NA,4116.7125
2025,6,2025-06-16T00:00:00Z,346,1,LONSME,8,30,1,NA,NA,NA,4116.7125
2025,6,2025-06-16T00:00:00Z,346,1,LONSME,8,31,3,NA,NA,NA,4116.7125
2025,6,2025-06-16T00:00:00Z,346,1,LONSME,8,32,1,NA,NA,NA,4116.7125
2025,6,2025-06-16T00:00:00Z,346,1,LONSME,8,33,4,NA,NA,NA,4116.7125
2025,6,2025-06-16T00:00:00Z,346,1,LONSME,8,34,2,NA,NA,NA,4116.7125
2025,6,2025-06-16T00:00:00Z,346,1,LONSME,8,35,4,NA,NA,NA,4116.7125
2025,6,2025-06-16T00:00:00Z,346,1,LONSME,8,36,3,NA,NA,NA,4116.7125
2025,6,2025-06-16T00:00:00Z,346,1,LONSME,8,37,7,NA,NA,NA,4116.7125
2025,6,2025-06-16T00:00:00Z,346,1,LONSME,8,38,7,NA,NA,NA,4116.7125
2025,6,2025-06-16T00:00:00Z,346,2,LONSME,0,40,1,NA,NA,570.4200227,NA
2025,6,2025-06-16T00:00:00Z,346,2,LONSME,0,45,1,NA,NA,570.4200227,NA
2025,6,2025-06-16T00:00:00Z,346,2,LONSME,8,33,2,NA,NA,570.4200227,NA
2025,6,2025-06-16T00:00:00Z,346,2,LONSME,8,34,1,NA,NA,570.4200227,NA
2025,6,2025-06-16T00:00:00Z,346,2,LONSME,8,NA,NA,1,Damaged,570.4200227,NA
2025,6,2025-06-03T00:00:00Z,427,1,LONSME,0,40,1,NA,NA,NA,4905.9
2025,6,2025-06-03T00:00:00Z,427,1,LONSME,0,41,3,NA,NA,NA,4905.9
2025,6,2025-06-03T00:00:00Z,427,1,LONSME,0,44,1,NA,NA,NA,4905.9
2025,6,2025-06-03T00:00:00Z,427,1,LONSME,0,77,1,NA,NA,NA,4905.9
2025,6,2025-06-03T00:00:00Z,427,1,LONSME,8,28,1,NA,NA,NA,4905.9
2025,6,2025-06-03T00:00:00Z,427,1,LONSME,8,29,2,NA,NA,NA,4905.9
2025,6,2025-06-03T00:00:00Z,427,1,LONSME,8,30,1,NA,NA,NA,4905.9
2025,6,2025-06-03T00:00:00Z,427,1,LONSME,8,32,7,NA,NA,NA,4905.9
2025,6,2025-06-03T00:00:00Z,427,1,LONSME,8,33,1,NA,NA,NA,4905.9
2025,6,2025-06-03T00:00:00Z,427,1,LONSME,8,34,5,NA,NA,NA,4905.9
2025,6,2025-06-03T00:00:00Z,427,1,LONSME,8,35,2,NA,NA,NA,4905.9
2025,6,2025-06-03T00:00:00Z,427,1,LONSME,8,36,3,NA,NA,NA,4905.9
2025,6,2025-06-03T00:00:00Z,427,1,LONSME,8,37,4,NA,NA,NA,4905.9
2025,6,2025-06-03T00:00:00Z,427,1,LONSME,8,38,1,NA,NA,NA,4905.9
2025,6,2025-06-03T00:00:00Z,427,1,LONSME,0,82,1,NA,"This was a tow 1, SizeGroup 8",NA,4905.9
2025,6,2025-06-03T00:00:00Z,427,2,LONSME,0,91,1,NA,NA,697.1799962,NA
2025,6,2025-06-03T00:00:00Z,427,2,LONSME,8,30,2,NA,1 from shrimp at 30 mm,697.1799962,NA
2025,6,2025-06-03T00:00:00Z,427,2,LONSME,8,33,1,NA,NA,697.1799962,NA
2025,6,2025-06-03T00:00:00Z,427,2,LONSME,8,34,1,NA,NA,697.1799962,NA
2025,6,2025-06-03T00:00:00Z,427,2,LONSME,8,37,1,NA,NA,697.1799962,NA
2025,6,2025-06-03T00:00:00Z,427,2,LONSME,8,39,1,NA,NA,697.1799962,NA
2025,6,2025-06-03T00:00:00Z,428,1,LONSME,8,37,1,NA,NA,NA,7106.7125
2025,6,2025-06-03T00:00:00Z,429,1,LONSME,0,97,1,NA,NA,NA,6660.8
2025,6,2025-06-03T00:00:00Z,429,1,LONSME,8,30,1,NA,NA,NA,6660.8
2025,6,2025-06-03T00:00:00Z,429,1,LONSME,8,31,1,NA,NA,NA,6660.8
2025,6,2025-06-03T00:00:00Z,429,1,LONSME,8,32,1,NA,NA,NA,6660.8
2025,6,2025-06-03T00:00:00Z,429,1,LONSME,8,33,2,NA,NA,NA,6660.8
2025,6,2025-06-03T00:00:00Z,429,1,LONSME,8,34,3,NA,NA,NA,6660.8
2025,6,2025-06-03T00:00:00Z,429,1,LONSME,8,35,4,NA,NA,NA,6660.8
2025,6,2025-06-03T00:00:00Z,429,1,LONSME,8,36,2,NA,NA,NA,6660.8
2025,6,2025-06-03T00:00:00Z,429,1,LONSME,8,37,3,NA,NA,NA,6660.8
2025,6,2025-06-03T00:00:00Z,429,1,LONSME,8,39,1,NA,NA,NA,6660.8
2025,6,2025-06-03T00:00:00Z,429,2,LONSME,8,28,1,NA,from shrimp,1014.079977,NA
2025,6,2025-06-03T00:00:00Z,429,2,LONSME,8,31,1,NA,NA,1014.079977,NA
2025,6,2025-06-03T00:00:00Z,429,2,LONSME,8,37,1,NA,NA,1014.079977,NA
2025,6,2025-06-03T00:00:00Z,429,2,LONSME,8,NA,NA,1,in pieces,1014.079977,NA
2025,6,2025-06-03T00:00:00Z,430,2,LONSME,0,40,1,NA,NA,1204.219985,NA
2025,6,2025-06-03T00:00:00Z,430,2,LONSME,0,41,2,NA,NA,1204.219985,NA
2025,6,2025-06-03T00:00:00Z,430,2,LONSME,8,25,2,NA,NA,1204.219985,NA
2025,6,2025-06-03T00:00:00Z,430,2,LONSME,8,27,1,NA,NA,1204.219985,NA
2025,6,2025-06-03T00:00:00Z,430,2,LONSME,8,28,6,NA,NA,1204.219985,NA
2025,6,2025-06-03T00:00:00Z,430,2,LONSME,8,29,4,NA,NA,1204.219985,NA
2025,6,2025-06-03T00:00:00Z,430,2,LONSME,8,30,6,NA,NA,1204.219985,NA
2025,6,2025-06-03T00:00:00Z,430,2,LONSME,8,31,7,NA,NA,1204.219985,NA
2025,6,2025-06-03T00:00:00Z,430,2,LONSME,8,32,6,NA,NA,1204.219985,NA
2025,6,2025-06-03T00:00:00Z,430,2,LONSME,8,33,5,NA,NA,1204.219985,NA
2025,6,2025-06-03T00:00:00Z,430,2,LONSME,8,34,5,NA,NA,1204.219985,NA
2025,6,2025-06-03T00:00:00Z,430,2,LONSME,8,35,1,NA,NA,1204.219985,NA
2025,6,2025-06-03T00:00:00Z,430,2,LONSME,8,36,2,NA,NA,1204.219985,NA
2025,6,2025-06-03T00:00:00Z,430,2,LONSME,8,37,2,NA,NA,1204.219985,NA
2025,6,2025-06-03T00:00:00Z,430,2,LONSME,8,38,3,NA,NA,1204.219985,NA
2025,6,2025-06-03T00:00:00Z,430,2,LONSME,8,NA,NA,6,50+ fish (4+2 from shrimp),1204.219985,NA
2025,6,2025-06-03T00:00:00Z,431,1,LONSME,8,29,1,NA,NA,NA,8089.3875
2025,6,2025-06-03T00:00:00Z,431,2,LONSME,8,27,1,NA,from shrimp,1204.219985,NA
2025,6,2025-06-03T00:00:00Z,431,2,LONSME,8,33,1,NA,NA,1204.219985,NA
2025,6,2025-06-03T00:00:00Z,432,1,LONSME,0,40,1,NA,NA,NA,5853.2125
2025,6,2025-06-03T00:00:00Z,432,1,LONSME,8,28,1,NA,NA,NA,5853.2125
2025,6,2025-06-03T00:00:00Z,432,1,LONSME,8,29,1,NA,NA,NA,5853.2125
2025,6,2025-06-03T00:00:00Z,432,1,LONSME,8,30,1,NA,NA,NA,5853.2125
2025,6,2025-06-03T00:00:00Z,432,1,LONSME,8,31,1,NA,NA,NA,5853.2125
2025,6,2025-06-03T00:00:00Z,432,1,LONSME,8,32,1,NA,NA,NA,5853.2125
2025,6,2025-06-03T00:00:00Z,432,1,LONSME,8,33,1,NA,NA,NA,5853.2125
2025,6,2025-06-03T00:00:00Z,432,1,LONSME,8,34,4,NA,NA,NA,5853.2125
2025,6,2025-06-03T00:00:00Z,432,1,LONSME,8,35,1,NA,NA,NA,5853.2125
2025,6,2025-06-03T00:00:00Z,432,1,LONSME,8,36,2,NA,NA,NA,5853.2125
2025,6,2025-06-03T00:00:00Z,432,1,LONSME,8,39,1,NA,NA,NA,5853.2125
2025,6,2025-06-03T00:00:00Z,432,2,LONSME,8,32,1,NA,NA,507.0399887,NA
2025,6,2025-06-03T00:00:00Z,432,2,LONSME,8,NA,NA,1,Damaged,507.0399887,NA
2025,6,2025-06-03T00:00:00Z,433,1,LONSME,8,26,2,NA,NA,NA,7349.9375
2025,6,2025-06-03T00:00:00Z,433,1,LONSME,8,28,2,NA,NA,NA,7349.9375
2025,6,2025-06-03T00:00:00Z,433,1,LONSME,8,30,1,NA,NA,NA,7349.9375
2025,6,2025-06-03T00:00:00Z,433,1,LONSME,8,31,1,NA,NA,NA,7349.9375
2025,6,2025-06-03T00:00:00Z,433,1,LONSME,8,32,2,NA,NA,NA,7349.9375
2025,6,2025-06-03T00:00:00Z,433,1,LONSME,8,33,3,NA,NA,NA,7349.9375
2025,6,2025-06-03T00:00:00Z,433,1,LONSME,8,34,2,NA,NA,NA,7349.9375
2025,6,2025-06-03T00:00:00Z,433,1,LONSME,8,37,1,NA,NA,NA,7349.9375
2025,6,2025-06-03T00:00:00Z,534,1,LONSME,8,28,2,NA,NA,NA,7697.525
2025,6,2025-06-03T00:00:00Z,534,1,LONSME,8,29,1,NA,NA,NA,7697.525
2025,6,2025-06-03T00:00:00Z,534,2,LONSME,8,27,1,NA,NA,950.7000378,NA
2025,6,2025-06-03T00:00:00Z,534,2,LONSME,8,29,1,NA,NA,950.7000378,NA
2025,6,2025-06-03T00:00:00Z,534,2,LONSME,8,30,1,NA,NA,950.7000378,NA
2025,6,2025-06-03T00:00:00Z,534,2,LONSME,8,31,2,NA,NA,950.7000378,NA
2025,6,2025-06-03T00:00:00Z,534,2,LONSME,8,32,1,NA,NA,950.7000378,NA
2025,6,2025-06-03T00:00:00Z,534,2,LONSME,8,33,2,NA,NA,950.7000378,NA
2025,6,2025-06-03T00:00:00Z,535,1,LONSME,8,26,1,NA,NA,NA,7596.6125
2025,6,2025-06-03T00:00:00Z,535,1,LONSME,8,28,2,NA,NA,NA,7596.6125
2025,6,2025-06-03T00:00:00Z,535,1,LONSME,8,29,3,NA,NA,NA,7596.6125
2025,6,2025-06-03T00:00:00Z,535,1,LONSME,8,30,1,NA,NA,NA,7596.6125
2025,6,2025-06-03T00:00:00Z,535,1,LONSME,8,31,2,NA,NA,NA,7596.6125
2025,6,2025-06-03T00:00:00Z,535,1,LONSME,8,32,1,NA,NA,NA,7596.6125
2025,6,2025-06-03T00:00:00Z,535,1,LONSME,8,33,2,NA,NA,NA,7596.6125
2025,6,2025-06-03T00:00:00Z,535,1,LONSME,8,36,1,NA,NA,NA,7596.6125
2025,6,2025-06-03T00:00:00Z,535,1,LONSME,8,37,1,NA,NA,NA,7596.6125
2025,6,2025-06-03T00:00:00Z,535,1,LONSME,8,38,1,NA,NA,NA,7596.6125
2025,7,2025-07-15T00:00:00Z,109,2,LONSME,0,41,1,NA,NA,633.8000094,NA
2025,7,2025-07-15T00:00:00Z,109,2,LONSME,0,42,1,NA,NA,633.8000094,NA
2025,7,2025-07-15T00:00:00Z,109,2,LONSME,0,43,2,NA,NA,633.8000094,NA
2025,7,2025-07-15T00:00:00Z,109,2,LONSME,0,45,1,NA,NA,633.8000094,NA
2025,7,2025-07-15T00:00:00Z,109,2,LONSME,0,46,1,NA,NA,633.8000094,NA
2025,7,2025-07-15T00:00:00Z,109,2,LONSME,0,47,1,NA,NA,633.8000094,NA
2025,7,2025-07-15T00:00:00Z,109,2,LONSME,0,48,2,NA,NA,633.8000094,NA
2025,7,2025-07-15T00:00:00Z,109,2,LONSME,0,49,1,NA,NA,633.8000094,NA
2025,7,2025-07-15T00:00:00Z,109,2,LONSME,0,50,1,NA,NA,633.8000094,NA
2025,7,2025-07-15T00:00:00Z,109,2,LONSME,0,51,1,NA,NA,633.8000094,NA
2025,7,2025-07-15T00:00:00Z,109,2,LONSME,8,39,1,NA,NA,633.8000094,NA
2025,7,2025-07-15T00:00:00Z,110,1,LONSME,0,55,1,NA,NA,NA,7034.55
2025,7,2025-07-14T00:00:00Z,211,2,LONSME,0,40,1,NA,NA,1267.600019,NA
2025,7,2025-07-14T00:00:00Z,211,2,LONSME,0,42,2,NA,NA,1267.600019,NA
2025,7,2025-07-14T00:00:00Z,211,2,LONSME,0,44,1,NA,NA,1267.600019,NA
2025,7,2025-07-14T00:00:00Z,211,2,LONSME,0,46,1,NA,NA,1267.600019,NA
2025,7,2025-07-14T00:00:00Z,211,2,LONSME,0,48,1,NA,NA,1267.600019,NA
2025,7,2025-07-14T00:00:00Z,211,2,LONSME,0,49,2,NA,NA,1267.600019,NA
2025,7,2025-07-14T00:00:00Z,211,2,LONSME,0,52,1,NA,NA,1267.600019,NA
2025,7,2025-07-14T00:00:00Z,211,2,LONSME,0,53,1,NA,NA,1267.600019,NA
2025,7,2025-07-14T00:00:00Z,211,2,LONSME,0,54,2,NA,NA,1267.600019,NA
2025,7,2025-07-14T00:00:00Z,211,2,LONSME,0,55,1,NA,NA,1267.600019,NA
2025,7,2025-07-14T00:00:00Z,213,2,LONSME,0,43,1,NA,NA,887.3200038,NA
2025,7,2025-07-14T00:00:00Z,213,2,LONSME,0,45,2,NA,NA,887.3200038,NA
2025,7,2025-07-14T00:00:00Z,213,2,LONSME,0,50,1,NA,NA,887.3200038,NA
2025,7,2025-07-14T00:00:00Z,213,2,LONSME,0,51,1,NA,NA,887.3200038,NA
2025,7,2025-07-14T00:00:00Z,213,2,LONSME,0,52,2,NA,NA,887.3200038,NA
2025,7,2025-07-14T00:00:00Z,213,2,LONSME,0,55,1,NA,NA,887.3200038,NA
2025,7,2025-07-14T00:00:00Z,213,2,LONSME,0,NA,NA,2,damaged,887.3200038,NA
2025,7,2025-07-14T00:00:00Z,214,1,LONSME,0,44,1,NA,NA,NA,5808.075
2025,7,2025-07-14T00:00:00Z,214,1,LONSME,0,52,1,NA,NA,NA,5808.075
2025,7,2025-07-14T00:00:00Z,214,2,LONSME,0,46,1,NA,NA,697.1799962,NA
2025,7,2025-07-14T00:00:00Z,214,2,LONSME,0,52,1,NA,NA,697.1799962,NA
2025,7,2025-07-14T00:00:00Z,215,2,LONSME,0,40,1,NA,NA,316.9000047,NA
2025,7,2025-07-14T00:00:00Z,215,2,LONSME,0,55,1,NA,NA,316.9000047,NA
2025,7,2025-07-14T00:00:00Z,216,2,LONSME,0,40,1,NA,NA,1394.359992,NA
2025,7,2025-07-14T00:00:00Z,216,2,LONSME,0,NA,NA,1,damaged,1394.359992,NA
2025,7,2025-07-14T00:00:00Z,216,2,LONSME,8,35,1,NA,NA,1394.359992,NA
2025,7,2025-07-14T00:00:00Z,243,2,LONSME,0,40,9,NA,NA,1394.359992,NA
2025,7,2025-07-14T00:00:00Z,243,2,LONSME,0,41,5,NA,NA,1394.359992,NA
2025,7,2025-07-14T00:00:00Z,243,2,LONSME,0,42,8,NA,NA,1394.359992,NA
2025,7,2025-07-14T00:00:00Z,243,2,LONSME,0,43,5,NA,NA,1394.359992,NA
2025,7,2025-07-14T00:00:00Z,243,2,LONSME,0,44,6,NA,NA,1394.359992,NA
2025,7,2025-07-14T00:00:00Z,243,2,LONSME,0,45,1,NA,NA,1394.359992,NA
2025,7,2025-07-14T00:00:00Z,243,2,LONSME,0,46,2,NA,NA,1394.359992,NA
2025,7,2025-07-14T00:00:00Z,243,2,LONSME,0,47,4,NA,NA,1394.359992,NA
2025,7,2025-07-14T00:00:00Z,243,2,LONSME,0,48,4,NA,NA,1394.359992,NA
2025,7,2025-07-14T00:00:00Z,243,2,LONSME,0,49,2,NA,NA,1394.359992,NA
2025,7,2025-07-14T00:00:00Z,243,2,LONSME,0,50,1,NA,NA,1394.359992,NA
2025,7,2025-07-14T00:00:00Z,243,2,LONSME,0,52,1,NA,NA,1394.359992,NA
2025,7,2025-07-14T00:00:00Z,243,2,LONSME,0,53,1,NA,NA,1394.359992,NA
2025,7,2025-07-14T00:00:00Z,243,2,LONSME,0,54,1,NA,NA,1394.359992,NA
2025,7,2025-07-14T00:00:00Z,243,2,LONSME,0,NA,NA,56,50+ fish,1394.359992,NA
2025,7,2025-07-14T00:00:00Z,243,2,LONSME,8,31,1,NA,NA,1394.359992,NA
2025,7,2025-07-14T00:00:00Z,243,2,LONSME,8,32,2,NA,NA,1394.359992,NA
2025,7,2025-07-14T00:00:00Z,243,2,LONSME,8,33,2,NA,NA,1394.359992,NA
2025,7,2025-07-14T00:00:00Z,243,2,LONSME,8,34,2,NA,NA,1394.359992,NA
2025,7,2025-07-14T00:00:00Z,243,2,LONSME,8,35,5,NA,NA,1394.359992,NA
2025,7,2025-07-14T00:00:00Z,243,2,LONSME,8,36,7,NA,NA,1394.359992,NA
2025,7,2025-07-14T00:00:00Z,243,2,LONSME,8,37,7,NA,NA,1394.359992,NA
2025,7,2025-07-14T00:00:00Z,243,2,LONSME,8,38,13,NA,NA,1394.359992,NA
2025,7,2025-07-14T00:00:00Z,243,2,LONSME,8,39,11,NA,NA,1394.359992,NA
2025,7,2025-07-14T00:00:00Z,243,2,LONSME,8,NA,NA,17,50+ fish,1394.359992,NA
2025,7,2025-07-03T00:00:00Z,318,2,LONSME,0,41,1,NA,NA,1204.219985,NA
2025,7,2025-07-03T00:00:00Z,318,2,LONSME,0,42,1,NA,NA,1204.219985,NA
2025,7,2025-07-03T00:00:00Z,318,2,LONSME,8,30,1,NA,NA,1204.219985,NA
2025,7,2025-07-03T00:00:00Z,318,2,LONSME,8,32,1,NA,NA,1204.219985,NA
2025,7,2025-07-03T00:00:00Z,318,2,LONSME,8,34,2,NA,NA,1204.219985,NA
2025,7,2025-07-03T00:00:00Z,318,2,LONSME,8,37,1,NA,NA,1204.219985,NA
2025,7,2025-07-03T00:00:00Z,318,2,LONSME,8,38,1,NA,NA,1204.219985,NA
2025,7,2025-07-03T00:00:00Z,318,2,LONSME,8,39,1,NA,NA,1204.219985,NA
2025,7,2025-07-03T00:00:00Z,319,1,LONSME,8,38,1,NA,NA,NA,7698.675
2025,7,2025-07-03T00:00:00Z,320,1,LONSME,0,40,1,NA,NA,NA,8385.225
2025,7,2025-07-03T00:00:00Z,320,1,LONSME,0,47,1,NA,NA,NA,8385.225
2025,7,2025-07-03T00:00:00Z,320,1,LONSME,8,38,1,NA,NA,NA,8385.225
2025,7,2025-07-03T00:00:00Z,320,2,LONSME,8,36,1,NA,NA,1394.359992,NA
2025,7,2025-07-10T00:00:00Z,321,1,LONSME,0,48,1,NA,NA,NA,7029.375
2025,7,2025-07-10T00:00:00Z,321,1,LONSME,0,52,1,NA,NA,NA,7029.375
2025,7,2025-07-10T00:00:00Z,321,1,LONSME,8,33,1,NA,NA,NA,7029.375
2025,7,2025-07-10T00:00:00Z,322,1,LONSME,0,41,1,NA,NA,NA,7236.0875
2025,7,2025-07-10T00:00:00Z,322,1,LONSME,0,61,1,NA,NA,NA,7236.0875
2025,7,2025-07-10T00:00:00Z,322,1,LONSME,8,37,1,NA,NA,NA,7236.0875
