Year,Survey,Date,Station,Net,Tow,AlphaCode,Length,Frequency,AdjustedFreq,SizeGroup
2025,11,11/10/2025,214,2,1,LONSME,58,1,1.00,Age0
2025,11,11/10/2025,214,2,1,LONSME,60,1,1.00,Age0
2025,11,11/10/2025,214,2,1,LONSME,63,1,1.00,Age0
2025,11,11/10/2025,214,2,1,LONSME,97,1,1.00,Age1
2025,11,11/10/2025,214,2,1,LONSME,106,1,1.00,Age1
2025,11,11/10/2025,215,2,1,LONSME,63,1,1.00,Age0
2025,11,11/10/2025,216,2,1,LONSME,57,1,1.00,Age0
2025,11,11/10/2025,216,2,1,LONSME,65,1,1.00,Age0
2025,11,11/10/2025,243,2,1,LONSME,55,1,1.00,Age0
2025,11,11/6/2025,318,2,1,LONSME,56,1,1.00,Age0
2025,11,11/6/2025,321,1,1,LONSME,57,1,1.00,Age0
2025,11,11/6/2025,321,2,1,LONSME,49,1,1.00,Age0
2025,11,11/6/2025,321,2,1,LONSME,53,1,1.00,Age0
2025,11,11/6/2025,321,2,1,LONSME,54,2,2.00,Age0
2025,11,11/6/2025,321,2,1,LONSME,55,1,1.00,Age0
2025,11,11/6/2025,321,2,1,LONSME,57,1,1.00,Age0
2025,11,11/6/2025,321,2,1,LONSME,61,2,2.00,Age0
2025,11,11/6/2025,321,2,1,LONSME,65,2,2.00,Age0
2025,11,11/6/2025,321,2,1,LONSME,66,1,1.00,Age0
2025,11,11/6/2025,321,2,1,LONSME,67,1,1.00,Age0
2025,11,11/6/2025,321,2,1,LONSME,70,1,1.00,Age0
2025,11,11/6/2025,321,2,1,LONSME,73,1,1.00,Age0
2025,11,11/6/2025,321,2,1,LONSME,83,1,1.00,Age0
2025,11,11/6/2025,322,1,1,LONSME,51,1,1.00,Age0
2025,11,11/6/2025,322,1,1,LONSME,53,1,1.00,Age0
2025,11,11/6/2025,322,1,1,LONSME,54,1,1.00,Age0
2025,11,11/6/2025,322,1,1,LONSME,89,1,1.00,Age1
2025,11,11/6/2025,322,2,1,LONSME,53,1,1.00,Age0
2025,11,11/6/2025,322,2,1,LONSME,55,1,1.00,Age0
2025,11,11/6/2025,322,2,1,LONSME,67,1,1.00,Age0
2025,11,11/6/2025,322,2,1,LONSME,72,1,1.00,Age0
2025,11,11/6/2025,323,2,1,LONSME,57,1,1.00,Age0
2025,11,11/6/2025,323,2,1,LONSME,58,1,1.00,Age0
2025,11,11/6/2025,323,2,1,LONSME,59,1,1.00,Age0
2025,11,11/6/2025,323,2,1,LONSME,61,1,1.00,Age0
2025,11,11/6/2025,323,2,1,LONSME,65,1,1.00,Age0
2025,11,11/6/2025,325,1,1,LONSME,54,1,1.00,Age0
2025,11,11/6/2025,325,1,1,LONSME,57,1,1.00,Age0
2025,11,11/6/2025,325,1,1,LONSME,58,1,1.00,Age0
2025,11,11/6/2025,325,1,1,LONSME,65,1,1.00,Age0
2025,11,11/6/2025,325,2,1,LONSME,57,1,1.00,Age0
2025,11,11/6/2025,325,2,1,LONSME,58,1,1.00,Age0
2025,11,11/6/2025,325,2,1,LONSME,73,1,1.00,Age0
2025,11,11/6/2025,346,1,1,LONSME,58,1,1.00,Age0
2025,11,11/6/2025,346,1,1,LONSME,63,1,1.00,Age0
2025,11,11/6/2025,346,1,1,LONSME,91,1,1.00,Age1
2025,11,11/6/2025,346,2,1,LONSME,57,1,1.00,Age0
2025,11,11/6/2025,346,2,1,LONSME,64,1,1.00,Age0
2025,11,11/5/2025,427,2,1,LONSME,62,1,1.00,Age0
2025,11,11/5/2025,429,1,1,LONSME,57,1,1.00,Age0
2025,11,11/5/2025,429,1,1,LONSME,68,1,1.00,Age0
2025,11,11/5/2025,430,1,1,LONSME,63,1,1.00,Age0
2025,11,11/5/2025,432,2,1,LONSME,67,1,1.00,Age0
2025,11,11/5/2025,535,1,1,LONSME,57,1,1.00,Age0
2025,11,11/5/2025,535,2,1,LONSME,65,1,1.00,Age0
2025,11,11/4/2025,736,1,1,LONSME,58,1,1.00,Age0
2025,12,12/11/2025,101,1,1,LONSME,67,1,1.00,Age0
2025,12,12/11/2025,102,1,1,LONSME,63,1,1.00,Age0
2025,12,12/11/2025,103,2,1,LONSME,69,1,1.00,Age0
2025,12,12/10/2025,108,1,1,LONSME,57,1,1.00,Age0
2025,12,12/10/2025,108,1,1,LONSME,59,1,1.00,Age0
2025,12,12/10/2025,108,1,1,LONSME,61,3,3.00,Age0
2025,12,12/10/2025,108,1,1,LONSME,63,1,1.00,Age0
2025,12,12/10/2025,108,1,1,LONSME,66,1,1.00,Age0
2025,12,12/10/2025,108,1,1,LONSME,73,1,1.00,Age0
2025,12,12/10/2025,108,2,1,LONSME,54,1,1.00,Age0
2025,12,12/10/2025,108,2,1,LONSME,57,2,2.00,Age0
2025,12,12/10/2025,108,2,1,LONSME,63,1,1.00,Age0
2025,12,12/10/2025,108,2,1,LONSME,68,1,1.00,Age0
2025,12,12/10/2025,109,2,1,LONSME,61,1,1.00,Age0
2025,12,12/10/2025,109,2,1,LONSME,78,1,1.00,Age0
2025,12,12/10/2025,110,2,1,LONSME,63,1,1.00,Age0
2025,12,12/10/2025,110,2,1,LONSME,66,1,1.00,Age0
2025,12,12/10/2025,110,2,1,LONSME,67,1,1.00,Age0
2025,12,12/10/2025,110,2,1,LONSME,93,1,1.00,Age1
2025,12,12/10/2025,110,2,1,LONSME,104,1,1.00,Age1
2025,12,12/11/2025,140,1,1,LONSME,62,3,3.00,Age0
2025,12,12/11/2025,140,1,1,LONSME,64,1,1.00,Age0
2025,12,12/11/2025,140,1,1,LONSME,65,1,1.00,Age0
2025,12,12/11/2025,140,1,1,LONSME,71,2,2.00,Age0
2025,12,12/11/2025,140,1,1,LONSME,73,1,1.00,Age0
2025,12,12/11/2025,140,1,1,LONSME,83,1,1.00,Age0
2025,12,12/11/2025,140,2,1,LONSME,70,1,1.00,Age0
2025,12,12/11/2025,140,2,1,LONSME,71,1,1.00,Age0
2025,12,12/11/2025,140,2,1,LONSME,78,1,1.00,Age0
2025,12,12/9/2025,211,2,1,LONSME,58,1,1.00,Age0
2025,12,12/9/2025,211,2,1,LONSME,60,1,1.00,Age0
2025,12,12/9/2025,213,2,1,LONSME,60,1,1.00,Age0
2025,12,12/9/2025,213,2,1,LONSME,66,1,1.00,Age0
2025,12,12/9/2025,213,2,1,LONSME,107,2,2.00,Age1
2025,12,12/9/2025,213,2,1,LONSME,108,1,1.00,Age1
2025,12,12/9/2025,213,2,1,LONSME,112,1,1.00,Age1
2025,12,12/9/2025,214,2,1,LONSME,54,1,1.00,Age0
2025,12,12/9/2025,214,2,1,LONSME,56,2,2.00,Age0
2025,12,12/9/2025,214,2,1,LONSME,59,1,1.00,Age0
2025,12,12/9/2025,214,2,1,LONSME,60,1,1.00,Age0
2025,12,12/9/2025,214,2,1,LONSME,61,2,2.00,Age0
2025,12,12/9/2025,214,2,1,LONSME,64,1,1.00,Age0
2025,12,12/9/2025,214,2,1,LONSME,66,1,1.00,Age0
2025,12,12/9/2025,214,2,1,LONSME,74,1,1.00,Age0
2025,12,12/9/2025,214,2,1,LONSME,75,1,1.00,Age0
2025,12,12/9/2025,214,2,1,LONSME,94,1,1.00,Age1
2025,12,12/9/2025,214,2,1,LONSME,103,1,1.00,Age1
2025,12,12/9/2025,214,2,1,LONSME,104,1,1.00,Age1
2025,12,12/9/2025,214,2,1,LONSME,113,1,1.00,Age1
2025,12,12/9/2025,215,2,1,LONSME,59,1,1.00,Age0
2025,12,12/9/2025,215,2,1,LONSME,96,1,1.00,Age1
2025,12,12/9/2025,216,1,1,LONSME,57,1,1.00,Age0
2025,12,12/9/2025,216,1,1,LONSME,66,1,1.00,Age0
2025,12,12/9/2025,216,2,1,LONSME,71,1,1.00,Age0
2025,12,12/9/2025,243,2,1,LONSME,61,1,1.00,Age0
2025,12,12/9/2025,243,2,1,LONSME,69,1,1.00,Age0
2025,12,12/9/2025,244,2,1,LONSME,72,1,1.00,Age0
2025,12,12/8/2025,317,2,1,LONSME,94,1,1.00,Age1
2025,12,12/8/2025,318,1,1,LONSME,100,1,1.00,Age1
2025,12,12/8/2025,318,1,1,LONSME,116,1,1.00,Age1
2025,12,12/8/2025,318,2,1,LONSME,61,1,1.00,Age0
2025,12,12/8/2025,318,2,1,LONSME,62,1,1.00,Age0
2025,12,12/8/2025,318,2,1,LONSME,65,1,1.00,Age0
2025,12,12/8/2025,318,2,1,LONSME,68,1,1.00,Age0
2025,12,12/8/2025,318,2,1,LONSME,73,1,1.00,Age0
2025,12,12/8/2025,318,2,1,LONSME,74,1,1.00,Age0
2025,12,12/8/2025,318,2,1,LONSME,82,1,1.00,Age0
2025,12,12/8/2025,319,2,1,LONSME,74,1,1.00,Age0
2025,12,12/8/2025,320,2,1,LONSME,57,1,1.00,Age0
2025,12,12/8/2025,320,2,1,LONSME,68,1,1.00,Age0
2025,12,12/8/2025,321,2,1,LONSME,57,1,1.00,Age0
2025,12,12/8/2025,321,2,1,LONSME,61,1,1.00,Age0
2025,12,12/8/2025,321,2,1,LONSME,63,1,1.00,Age0
2025,12,12/8/2025,321,2,1,LONSME,95,1,1.00,Age1
2025,12,12/8/2025,322,1,1,LONSME,56,1,1.00,Age0
2025,12,12/8/2025,322,1,1,LONSME,70,1,1.00,Age0
2025,12,12/8/2025,322,2,1,LONSME,50,1,1.00,Age0
2025,12,12/8/2025,322,2,1,LONSME,55,1,1.00,Age0
2025,12,12/8/2025,322,2,1,LONSME,59,1,1.00,Age0
2025,12,12/8/2025,322,2,1,LONSME,60,1,1.00,Age0
2025,12,12/8/2025,322,2,1,LONSME,61,1,1.00,Age0
2025,12,12/8/2025,322,2,1,LONSME,62,1,1.00,Age0
2025,12,12/8/2025,322,2,1,LONSME,63,1,1.00,Age0
2025,12,12/8/2025,322,2,1,LONSME,64,1,1.00,Age0
2025,12,12/8/2025,322,2,1,LONSME,66,4,4.00,Age0
2025,12,12/8/2025,322,2,1,LONSME,67,1,1.00,Age0
2025,12,12/8/2025,322,2,1,LONSME,69,2,2.00,Age0
2025,12,12/8/2025,322,2,1,LONSME,70,1,1.00,Age0
2025,12,12/8/2025,322,2,1,LONSME,72,1,1.00,Age0
2025,12,12/8/2025,322,2,1,LONSME,74,1,1.00,Age0
2025,12,12/8/2025,322,2,1,LONSME,77,1,1.00,Age0
2025,12,12/8/2025,322,2,1,LONSME,102,1,1.00,Age1
2025,12,12/8/2025,322,2,1,LONSME,105,1,1.00,Age1
2025,12,12/8/2025,323,1,1,LONSME,55,1,1.00,Age0
2025,12,12/8/2025,323,1,1,LONSME,56,1,1.00,Age0
2025,12,12/8/2025,323,1,1,LONSME,58,1,1.00,Age0
2025,12,12/8/2025,323,1,1,LONSME,59,2,2.00,Age0
2025,12,12/8/2025,323,1,1,LONSME,60,1,1.00,Age0
2025,12,12/8/2025,323,1,1,LONSME,61,3,3.00,Age0
2025,12,12/8/2025,323,1,1,LONSME,63,1,1.00,Age0
2025,12,12/8/2025,323,1,1,LONSME,64,1,1.00,Age0
2025,12,12/8/2025,323,1,1,LONSME,66,2,2.00,Age0
2025,12,12/8/2025,323,1,1,LONSME,68,1,1.00,Age0
2025,12,12/8/2025,323,1,1,LONSME,71,1,1.00,Age0
2025,12,12/8/2025,323,1,1,LONSME,74,1,1.00,Age0
2025,12,12/8/2025,323,1,1,LONSME,76,1,1.00,Age0
2025,12,12/8/2025,323,1,1,LONSME,78,1,1.00,Age0
2025,12,12/8/2025,323,1,1,LONSME,86,1,1.00,Age0
2025,12,12/8/2025,323,1,1,LONSME,91,1,1.00,Age1
2025,12,12/8/2025,323,1,1,LONSME,96,1,1.00,Age1
2025,12,12/8/2025,323,1,1,LONSME,97,1,1.00,Age1
2025,12,12/8/2025,323,1,1,LONSME,104,1,1.00,Age1
2025,12,12/8/2025,325,1,1,LONSME,55,3,3.00,Age0
2025,12,12/8/2025,325,1,1,LONSME,57,6,6.00,Age0
2025,12,12/8/2025,325,1,1,LONSME,58,3,3.00,Age0
2025,12,12/8/2025,325,1,1,LONSME,59,4,4.00,Age0
2025,12,12/8/2025,325,1,1,LONSME,61,3,3.00,Age0
2025,12,12/8/2025,325,1,1,LONSME,62,4,4.00,Age0
2025,12,12/8/2025,325,1,1,LONSME,63,3,3.00,Age0
2025,12,12/8/2025,325,1,1,LONSME,65,1,1.00,Age0
2025,12,12/8/2025,325,1,1,LONSME,66,2,2.00,Age0
2025,12,12/8/2025,325,1,1,LONSME,67,2,2.00,Age0
2025,12,12/8/2025,325,1,1,LONSME,68,3,3.00,Age0
2025,12,12/8/2025,325,1,1,LONSME,69,1,1.00,Age0
2025,12,12/8/2025,325,1,1,LONSME,70,3,3.00,Age0
2025,12,12/8/2025,325,1,1,LONSME,72,1,1.00,Age0
2025,12,12/8/2025,325,1,1,LONSME,74,2,2.00,Age0
2025,12,12/8/2025,325,1,1,LONSME,79,1,1.00,Age0
2025,12,12/8/2025,325,1,1,LONSME,81,1,1.00,Age0
2025,12,12/8/2025,325,1,1,LONSME,84,1,1.00,Age0
2025,12,12/8/2025,325,1,1,LONSME,99,1,1.00,Age1
2025,12,12/8/2025,325,1,1,LONSME,123,1,1.00,Age1
2025,12,12/8/2025,325,2,1,LONSME,53,1,1.00,Age0
2025,12,12/8/2025,345,1,1,LONSME,59,2,2.00,Age0
2025,12,12/8/2025,345,1,1,LONSME,60,1,1.00,Age0
2025,12,12/8/2025,345,1,1,LONSME,63,2,2.00,Age0
2025,12,12/8/2025,345,1,1,LONSME,65,1,1.00,Age0
2025,12,12/8/2025,345,1,1,LONSME,66,1,1.00,Age0
2025,12,12/8/2025,345,1,1,LONSME,67,1,1.00,Age0
2025,12,12/8/2025,345,1,1,LONSME,107,1,1.00,Age1
2025,12,12/8/2025,345,1,1,LONSME,109,1,1.00,Age1
2025,12,12/8/2025,345,1,1,LONSME,111,1,1.00,Age1
2025,12,12/8/2025,345,2,1,LONSME,62,1,1.00,Age0
2025,12,12/8/2025,346,1,1,LONSME,54,1,1.00,Age0
2025,12,12/8/2025,346,1,1,LONSME,56,1,1.00,Age0
2025,12,12/8/2025,346,1,1,LONSME,57,3,3.00,Age0
2025,12,12/8/2025,346,1,1,LONSME,59,1,1.00,Age0
2025,12,12/8/2025,346,1,1,LONSME,63,2,2.00,Age0
2025,12,12/8/2025,346,1,1,LONSME,65,1,1.00,Age0
2025,12,12/8/2025,346,1,1,LONSME,67,3,3.00,Age0
2025,12,12/8/2025,346,1,1,LONSME,72,1,1.00,Age0
2025,12,12/8/2025,346,1,1,LONSME,73,1,1.00,Age0
2025,12,12/8/2025,346,1,1,LONSME,74,1,1.00,Age0
2025,12,12/8/2025,346,1,1,LONSME,103,1,1.00,Age1
2025,12,12/8/2025,346,1,1,LONSME,106,1,1.00,Age1
2025,12,12/8/2025,346,2,1,LONSME,63,1,1.00,Age0
2025,12,12/8/2025,346,2,1,LONSME,67,1,1.00,Age0
2025,12,12/3/2025,427,1,1,LONSME,61,1,1.00,Age0
2025,12,12/3/2025,427,1,1,LONSME,67,1,1.00,Age0
2025,12,12/3/2025,427,2,1,LONSME,72,1,1.00,Age0
2025,12,12/3/2025,427,2,1,LONSME,94,1,1.00,Age1
2025,12,12/3/2025,432,1,1,LONSME,110,1,1.00,Age1
2025,12,12/3/2025,432,2,1,LONSME,68,1,1.00,Age0
2025,12,12/3/2025,432,2,1,LONSME,106,1,1.00,Age1
2025,12,12/3/2025,433,1,1,LONSME,64,1,1.00,Age0
2025,12,12/3/2025,433,1,1,LONSME,67,1,1.00,Age0
2025,12,12/3/2025,433,1,1,LONSME,93,1,1.00,Age1
2025,12,12/3/2025,433,1,1,LONSME,104,1,1.00,Age1
2025,12,12/3/2025,447,1,1,LONSME,66,1,1.00,Age0
2025,12,12/3/2025,447,1,1,LONSME,69,1,1.00,Age0
2025,12,12/3/2025,447,1,1,LONSME,71,1,1.00,Age0
2025,12,12/3/2025,447,1,1,LONSME,97,1,1.00,Age1
2025,12,12/3/2025,447,1,1,LONSME,98,1,1.00,Age1
2025,12,12/3/2025,447,1,1,LONSME,100,1,1.00,Age1
2025,12,12/3/2025,447,1,1,LONSME,105,1,1.00,Age1
2025,12,12/3/2025,534,1,1,LONSME,57,1,1.00,Age0
2025,12,12/3/2025,534,2,1,LONSME,59,1,1.00,Age0
2025,12,12/3/2025,534,2,1,LONSME,82,1,1.00,Age0
2025,12,12/3/2025,535,1,1,LONSME,71,1,1.00,Age0
2025,12,12/2/2025,736,1,1,LONSME,55,1,1.00,Age0
2025,12,12/2/2025,736,1,1,LONSME,114,1,1.00,Age1
2025,12,12/2/2025,750,2,1,LONSME,64,1,1.00,Age0
2025,12,12/2/2025,751,2,1,LONSME,99,1,1.00,Age1
2025,12,12/1/2025,853,1,1,LONSME,115,1,1.00,Age1
